order_id,product_id,quantity
145,13,6
145,4,3
146,13,4
146,17,7
146,1,2
146,20,1
147,15,9
147,13,1
147,17,6
148,20,6
148,15,7
148,9,5
148,20,2
149,13,1
149,13,6
149,17,3
150,19,3
151,19,5
151,5,4
152,10,5
153,6,4
153,7,7
153,18,3
153,1,8
154,4,6
155,14,9
156,20,8
156,4,5
156,12,6
157,7,3
157,14,8
157,10,6
157,10,9
158,6,9
159,4,8
160,20,2
160,11,9
160,4,2
161,7,6
162,15,2
162,11,4
162,15,7
163,10,8
164,14,9
164,5,5
164,18,5
164,3,7
165,5,8
165,17,3
166,12,9
166,9,1
166,18,5
167,10,9
167,7,6
167,1,1
167,2,9
168,17,1
168,2,6
168,14,6
169,1,5
169,5,2
170,16,9
170,2,2
171,16,3
171,7,6
171,12,8
171,15,8
172,10,3
172,19,1
173,7,5
173,20,4
173,14,4
173,15,8
174,15,6
174,20,9
174,8,1
174,2,9
175,3,8
175,12,1
175,10,4
175,3,6
176,20,7
176,18,3
176,5,3
177,12,8
177,9,4
177,5,5
178,9,8
178,18,4
178,6,2
178,7,3
179,3,2
180,8,6
180,1,1
180,8,5
181,16,5
181,4,6
181,14,6
181,19,9
182,11,7
182,16,1
182,13,7
182,13,2
183,6,7
183,5,9
183,3,1
183,4,9
184,2,5
184,3,9
184,20,6
184,18,6
185,12,9
185,11,2
185,15,9
186,2,6
187,12,5
187,1,5
187,3,4
188,9,3
188,15,2
189,11,9
189,16,6
190,5,3
191,20,2
192,3,8
192,15,7
193,9,4
193,1,8
194,3,4
194,15,6
194,15,5
195,14,4
195,14,4
195,12,1
196,9,3
196,13,2
196,19,1
197,2,8
197,14,6
198,4,5
198,8,3
199,14,4
199,17,9
199,8,8
200,6,7
200,16,9
201,14,3
201,3,3
201,9,4
202,7,9
203,19,4
203,14,8
203,6,5
204,4,8
205,9,1
206,20,9
206,14,5
206,3,9
206,14,9
207,4,8
207,2,9
207,14,6
207,9,8
208,16,1
208,16,3
208,11,2
209,5,4
210,3,1
211,9,9
212,3,1
212,2,8
212,1,8
212,13,7
213,8,6
213,12,9
213,19,4
214,8,5
215,6,4
215,19,4
215,7,4
216,12,3
216,12,2
217,2,7
217,9,1
217,8,7
217,6,6
218,18,1
218,12,6
219,8,3
219,10,1
220,13,1
221,8,3
221,16,4
221,17,6
222,14,1
223,8,4
223,1,7
224,17,6
225,9,9
225,5,1
226,17,8
227,19,7
228,9,7
228,13,3
228,11,1
229,12,3
229,12,8
229,8,5
229,13,1
230,7,5
231,14,7
231,13,7
231,17,4
231,18,2
232,4,1
232,4,2
233,19,8
234,17,1
234,12,3
234,15,9
234,7,2
235,9,2
235,19,2
235,19,6
236,7,3
237,6,5
237,2,6
237,3,8
237,2,1
238,12,3
239,1,7
239,13,5
239,17,9
240,6,5
240,11,2
240,4,3
241,9,5
242,12,2
242,3,3
243,12,9
243,8,9
243,4,1
243,7,2
244,5,7
244,4,5
244,1,1
244,15,4
245,10,2
245,3,1
245,17,6
246,5,8
246,2,4
246,12,6
246,1,4
247,13,2
248,3,4
249,14,6
249,11,3
250,6,5
250,10,5
251,5,5
251,3,7
252,4,2
252,9,1
253,13,4
254,13,6
255,5,5
255,9,1
255,13,2
255,13,6
256,19,3
257,2,3
257,17,5
258,12,5
258,12,7
259,19,1
259,3,2
259,11,4
259,19,1
260,18,8
260,19,5
260,7,5
261,5,1
261,5,4
261,19,5
261,2,6
262,15,6
263,11,7
264,5,1
264,20,9
264,14,6
264,17,3
265,16,4
265,6,7
265,4,6
266,1,8
266,15,9
266,19,2
267,19,5
268,18,3
268,15,4
269,13,3
269,16,9
269,8,4
270,17,1
271,1,8
272,6,3
272,5,7
272,16,2
273,11,3
273,10,5
273,16,2
273,9,8
274,15,3
274,19,2
274,8,1
275,7,7
275,3,1
275,4,9
275,5,1
276,5,8
276,8,5
276,9,1
277,3,2
277,8,7
277,9,2
277,14,4
278,6,3
278,8,3
279,13,2
279,13,3
280,6,2
280,8,1
280,2,6
281,2,2
281,13,8
281,15,2
281,7,3
282,14,8
282,7,5
282,7,1
282,17,9
283,13,5
283,19,5
284,17,7
284,10,4
284,8,6
285,20,2
285,14,2
285,14,4
285,15,6
286,4,7
286,8,2
287,14,2
287,18,8
287,2,9
287,12,1
288,17,2
288,6,1
288,18,8
289,6,5
290,11,9
290,1,3
290,9,2
290,12,4
291,18,3
291,13,3
291,17,6
291,16,8
292,19,5
292,17,7
292,1,9
292,10,7
293,11,5
294,12,1
295,15,9
295,9,5
295,20,3
295,19,5
296,17,5
296,16,7
297,9,3
297,15,2
297,14,3
297,12,9
298,7,9
298,13,2
298,5,4
298,2,9
299,6,6
300,1,4
300,13,7
300,13,2
300,9,8
301,7,4
301,18,3
301,6,5
301,8,6
302,1,4
302,11,3
303,17,6
304,10,5
304,12,5
305,14,5
305,6,8
306,17,4
306,14,3
307,3,6
308,12,6
309,11,9
309,4,6
309,1,4
309,16,1
310,12,6
310,10,9
310,2,5
310,6,7
311,1,7
311,7,4
311,12,5
311,4,7
312,15,3
312,9,8
312,1,7
312,8,6
313,4,8
313,3,9
313,2,2
314,13,7
314,12,4
314,8,9
314,5,8
315,20,2
315,11,6
315,9,1
315,12,7
316,10,3
316,11,5
317,8,4
317,15,1
317,17,4
317,6,8
318,15,9
318,14,2
319,17,2
319,5,4
320,9,8
320,1,2
320,6,2
320,15,5
321,5,6
321,6,6
322,18,3
322,6,8
323,13,1
323,17,2
323,11,6
323,9,4
324,16,8
324,12,5
324,18,3
325,6,6
325,18,6
325,4,3
326,2,1
327,11,5
327,16,2
327,2,7
328,13,8
328,4,1
328,11,7
328,17,4
329,18,6
329,12,9
329,5,4
329,5,5
330,10,8
330,2,7
330,8,6
330,5,9
331,3,4
332,2,3
333,7,1
334,20,4
334,3,3
334,17,7
335,14,1
335,18,4
335,20,5
336,18,4
336,1,2
336,1,4
337,10,9
337,9,5
337,1,1
337,2,8
338,9,4
339,11,8
340,3,3
340,19,7
340,15,7
341,8,5
341,14,4
341,10,4
342,18,4
342,13,8
342,9,3
343,7,9
343,4,3
343,5,1
343,3,8
344,8,4
344,2,8
344,10,4
345,2,9
345,17,7
345,20,7
346,5,5
347,9,9
347,6,5
348,10,8
349,7,6
349,20,3
349,19,6
350,4,6
350,19,4
350,15,9
351,13,7
352,18,5
352,16,3
353,16,6
353,4,7
354,8,1
354,16,7
354,10,2
354,9,1
355,10,6
355,17,4
355,16,4
356,5,6
356,17,1
356,19,4
357,9,8
358,8,7
358,6,1
359,7,9
359,17,2
359,9,9
360,6,6
361,20,5
361,3,1
361,17,7
361,1,1
362,15,4
362,4,2
362,17,3
363,20,3
363,8,1
363,14,2
364,4,8
365,19,6
365,1,1
365,8,3
366,1,5
367,16,6
367,8,3
367,19,9
368,4,7
368,2,8
368,19,9
368,5,8
369,14,8
369,3,2
369,16,7
370,19,2
370,20,8
370,1,1
371,11,5
371,12,1
371,6,1
371,5,9
372,14,5
372,1,2
372,16,9
372,19,6
373,2,7
374,1,4
374,7,7
374,14,7
374,19,6
375,20,8
376,10,9
376,8,1
377,6,5
377,9,5
378,20,9
378,17,1
379,7,3
379,10,2
379,3,2
379,10,6
380,11,7
380,7,6
381,9,6
381,20,3
381,20,3
381,15,2
382,2,6
382,3,6
383,10,9
383,1,6
383,9,4
384,2,4
384,1,3
384,10,5
385,19,5
385,4,2
385,13,1
386,13,4
387,17,9
387,4,3
387,1,4
388,13,6
389,6,1
389,10,2
389,18,3
389,20,5
390,15,4
390,9,3
390,17,9
391,10,2
392,13,8
392,7,1
392,15,4
392,15,1
393,14,5
394,16,2
394,8,2
394,3,1
395,16,2
395,16,7
395,10,2
396,19,4
396,13,8
397,3,6
397,1,7
398,14,8
398,19,1
398,9,6
398,11,9
399,17,1
399,5,9
399,18,8
400,2,6
400,8,4
400,18,5
401,18,2
401,11,9
401,13,4
402,7,6
402,4,1
403,3,6
403,18,9
403,1,6
404,16,5
404,17,5
405,7,3
405,13,4
406,3,4
406,5,1
406,4,8
407,20,8
407,13,7
408,5,4
408,14,1
409,7,1
409,17,5
410,9,6
411,13,3
411,7,6
411,9,6
412,10,7
413,12,7
414,3,9
414,9,5
414,13,4
414,15,7
415,17,7
416,2,5
416,6,2
416,1,1
416,11,3
417,10,3
417,4,2
418,10,7
419,15,6
419,19,6
419,15,8
420,11,9
420,15,1
420,1,3
420,3,8
421,10,1
421,18,2
421,19,6
422,2,1
423,7,8
424,17,7
424,13,5
425,17,3
425,7,1
426,1,1
426,17,9
426,3,5
427,16,9
427,9,8
427,1,9
428,16,9
428,19,3
429,9,7
429,14,3
430,2,9
430,13,3
430,11,5
431,8,2
431,19,2
432,8,6
432,6,9
432,8,4
432,15,4
433,17,2
434,13,6
434,15,4
435,10,3
435,19,3
435,14,8
435,4,4
436,11,2
436,17,9
436,2,8
437,16,9
437,4,8
437,9,5
438,13,7
438,20,1
438,3,5
438,19,7
439,9,6
439,17,7
439,3,5
439,4,5
440,10,6
441,8,8
441,8,2
441,12,1
441,2,2
442,19,7
442,18,1
442,6,9
442,15,3
443,3,1
443,13,5
444,14,4
444,7,6
445,7,5
445,15,4
446,6,8
446,20,5
446,20,1
446,8,1
447,6,5
448,3,5
448,14,2
448,16,6
448,14,8
449,7,8
449,13,6
449,18,2
449,8,1
450,6,4
450,12,3
451,3,1
452,20,5
452,19,6
452,11,5
453,6,8
453,18,1
453,4,7
454,11,3
454,3,5
454,10,3
455,4,3
456,2,9
456,20,3
456,11,2
457,5,5
457,19,5
457,12,2
458,17,4
458,6,9
458,14,2
458,18,8
459,11,5
459,12,5
459,9,9
460,10,6
461,1,7
461,4,1
461,15,8
462,18,1
462,14,2
462,20,2
462,16,1
463,11,8
463,20,6
463,3,8
464,13,2
464,5,1
465,2,4
465,11,8
466,8,6
466,20,8
466,8,1
466,20,4
467,16,7
467,16,8
467,16,5
468,9,3
468,19,4
468,5,1
469,8,5
469,14,4
469,7,5
470,12,1
470,17,3
470,14,2
471,7,2
471,20,2
472,10,4
472,15,5
473,3,5
473,8,8
473,8,8
473,8,8
474,10,7
475,17,4
475,13,4
475,5,6
475,4,2
476,6,8
476,2,7
476,11,5
476,6,8
477,14,8
477,3,7
477,17,1
477,10,9
478,10,5
478,2,9
478,13,9
479,18,3
479,12,8
479,17,7
479,7,1
480,9,8
480,20,5
480,18,9
480,12,6
481,7,9
481,3,2
481,16,7
482,4,9
482,8,1
482,17,5
483,19,9
483,14,6
484,7,8
484,13,6
484,6,8
484,3,3
485,2,6
486,6,8
486,8,9
486,6,3
486,10,3
487,12,1
487,5,4
487,9,5
487,20,7
488,4,2
488,17,4
488,20,1
489,4,1
489,1,1
490,8,2
490,13,7
490,14,8
490,8,7
491,17,9
492,16,7
493,18,1
493,7,2
494,14,2
495,11,5
496,16,7
496,17,8
497,20,9
497,20,5
497,20,1
498,20,9
499,15,1
499,12,3
500,2,9
500,15,1
500,13,9
