payment_id,order_id,payment_method,payment_amount,payment_date
40,40,bank_transfer,441.03040661890725,2024-02-20
41,41,credit_card,293.3593145520072,2024-02-13
42,42,paypal,146.5909563382482,2024-01-24
43,43,bank_transfer,117.55558255259963,2024-03-19
44,44,paypal,611.1283223023742,2024-02-28
45,45,paypal,533.1285362095595,2024-02-01
46,46,paypal,268.51243465644177,2024-03-28
47,47,bank_transfer,481.5310575970642,2024-02-21
48,48,credit_card,502.3876688787601,2024-03-02
49,49,bank_transfer,211.1088008298435,2024-02-27
50,50,paypal,659.0512006440176,2024-02-21
51,51,paypal,785.3009692583686,2024-01-12
52,52,credit_card,795.6342700717286,2024-02-08
53,53,bank_transfer,610.4204340893859,2024-01-02
54,54,paypal,521.4058108686338,2024-01-03
55,55,credit_card,79.787000145287,2024-02-25
56,56,paypal,302.07467287457376,2024-03-21
57,57,credit_card,111.4060178426065,2024-02-28
58,58,credit_card,964.5466976609042,2024-01-02
59,59,bank_transfer,152.3785433012455,2024-01-02
60,60,paypal,168.73990165408,2024-02-23
61,61,bank_transfer,891.7850859638824,2024-03-27
62,62,paypal,945.0497178069287,2024-01-01
63,63,bank_transfer,770.5124584502116,2024-01-19
64,64,paypal,25.29682519921647,2024-01-02
65,65,bank_transfer,21.319345537432426,2024-02-22
66,66,credit_card,390.5387543917018,2024-02-13
67,67,paypal,160.5274626106747,2024-03-30
68,68,paypal,38.01841930856534,2024-02-01
69,69,credit_card,474.78535561641456,2024-03-10
70,70,bank_transfer,944.2006594588321,2024-02-01
71,71,paypal,337.3431834043828,2024-03-08
72,72,paypal,667.9178648601226,2024-02-24
73,73,bank_transfer,659.1906460697919,2024-03-15
74,74,credit_card,266.0585015918644,2024-02-25
75,75,bank_transfer,657.416743847387,2024-01-17
76,76,bank_transfer,228.08729480115343,2024-02-07
77,77,bank_transfer,139.56726530535127,2024-01-24
78,78,paypal,707.3556198484963,2024-03-09
79,79,credit_card,131.1720007618384,2024-03-10
80,80,credit_card,996.9710342175682,2024-03-26
81,81,bank_transfer,199.78335312722473,2024-01-11
82,82,paypal,602.2590255013283,2024-01-16
83,83,bank_transfer,423.1470799843376,2024-03-13
84,84,paypal,143.85869395755378,2024-02-28
85,85,paypal,47.28702942586513,2024-03-10
86,86,paypal,630.2776366469766,2024-03-20
87,87,paypal,810.6224125133435,2024-01-03
88,88,credit_card,845.1753482766092,2024-01-20
89,89,paypal,493.05920361539575,2024-02-28
90,90,paypal,781.9063578387379,2024-02-05
91,91,bank_transfer,679.3901908187738,2024-01-19
92,92,bank_transfer,729.7694369491505,2024-03-30
93,93,credit_card,502.7470251173778,2024-03-07
94,94,bank_transfer,640.7435054372845,2024-01-19
95,95,paypal,809.4153953045359,2024-01-20
96,96,bank_transfer,409.9264920458826,2024-03-11
97,97,credit_card,809.859322850232,2024-02-21
98,98,bank_transfer,600.1765059332816,2024-02-02
99,99,bank_transfer,182.5830038833705,2024-02-09
100,100,credit_card,44.19047408009292,2024-02-08
101,101,credit_card,375.49852839116903,2024-03-22
102,102,paypal,555.7624017304131,2024-01-01
103,103,bank_transfer,843.0239451594186,2024-01-11
104,104,paypal,144.9359665374413,2024-02-26
105,105,bank_transfer,804.2022207299076,2024-03-29
106,106,bank_transfer,865.7488651458824,2024-02-19
107,107,paypal,167.67373726081712,2024-01-23
108,108,bank_transfer,854.5624329181346,2024-01-31
109,109,bank_transfer,991.6244964859362,2024-02-11
110,110,bank_transfer,732.3020544272728,2024-01-07
111,111,credit_card,789.0742881884883,2024-01-16
112,112,paypal,994.526962207696,2024-03-30
113,113,credit_card,613.3716255154264,2024-02-29
114,114,paypal,321.7286543759244,2024-01-02
115,115,paypal,840.7802173945346,2024-01-01
116,116,bank_transfer,622.1960619613986,2024-02-17
117,117,paypal,589.5715152465374,2024-01-12
118,118,credit_card,268.5628444037575,2024-03-09
119,119,credit_card,761.2075841912289,2024-02-06
120,120,credit_card,100.03393034289434,2024-02-01
121,121,paypal,925.801329378768,2024-01-09
122,122,credit_card,339.30699155507506,2024-01-19
123,123,paypal,145.21915973419064,2024-02-17
124,124,credit_card,453.5192024403704,2024-03-20
125,125,credit_card,61.62051107140249,2024-01-03
126,126,paypal,690.933670379667,2024-01-20
127,127,credit_card,904.651400236449,2024-01-24
128,128,bank_transfer,840.5177469957385,2024-02-23
129,129,paypal,144.82208397892344,2024-02-02
130,130,paypal,143.74571436557721,2024-01-24
131,131,paypal,817.1657926777788,2024-03-15
132,132,bank_transfer,925.7691891110536,2024-03-12
133,133,paypal,471.45643323681935,2024-02-05
134,134,credit_card,508.9916945754906,2024-02-07
135,135,credit_card,331.89680055801136,2024-03-24
136,136,credit_card,896.3798158912857,2024-03-29
137,137,paypal,652.0048471865089,2024-01-25
138,138,credit_card,302.4865456240211,2024-01-18
139,139,paypal,312.80721363316655,2024-03-22
140,140,credit_card,893.3760716023303,2024-03-06
141,141,bank_transfer,33.36134342770504,2024-02-23
142,142,bank_transfer,336.27204127210564,2024-02-04
143,143,bank_transfer,563.2695475920417,2024-03-20
144,144,bank_transfer,165.25311285733812,2024-03-01
145,145,paypal,110.256779115598,2024-02-10
146,146,credit_card,818.9708044687487,2024-02-02
147,147,bank_transfer,896.5163008755371,2024-03-08
148,148,paypal,827.1342923822257,2024-02-02
149,149,bank_transfer,900.8121319426008,2024-01-14
150,150,bank_transfer,562.0497316372041,2024-01-21
151,151,paypal,816.012958570535,2024-02-17
152,152,paypal,396.3617856232784,2024-01-20
153,153,credit_card,672.9425042494577,2024-01-08
154,154,credit_card,989.0588207613812,2024-01-07
155,155,bank_transfer,241.21316936234487,2024-03-07
156,156,bank_transfer,402.10175136525896,2024-01-17
157,157,credit_card,490.4464297638839,2024-02-02
158,158,credit_card,155.2551772796507,2024-02-17
159,159,paypal,99.41783825575564,2024-03-16
160,160,credit_card,833.1284089951919,2024-02-28
161,161,credit_card,977.2584853710345,2024-03-26
162,162,bank_transfer,416.6305625530655,2024-01-22
163,163,credit_card,105.89683947076021,2024-01-30
164,164,bank_transfer,84.49552547676495,2024-02-07
165,165,credit_card,893.4918422330927,2024-02-20
166,166,paypal,474.53796473312633,2024-02-23
167,167,credit_card,333.62677023114406,2024-01-08
168,168,credit_card,486.9320458146115,2024-01-27
169,169,credit_card,331.9380127985004,2024-01-27
170,170,bank_transfer,499.2550598014676,2024-01-21
171,171,paypal,862.3652689795781,2024-01-30
172,172,credit_card,600.4553436408538,2024-01-28
173,173,bank_transfer,700.7606973539719,2024-03-04
174,174,paypal,377.37726270964987,2024-03-09
175,175,bank_transfer,743.7357609403084,2024-03-01
176,176,bank_transfer,673.2847431817848,2024-02-17
177,177,paypal,137.1707577970153,2024-01-19
178,178,credit_card,581.1899960532729,2024-01-04
179,179,bank_transfer,271.60862638356286,2024-02-04
180,180,bank_transfer,808.013756240921,2024-03-04
181,181,credit_card,437.4189542976007,2024-02-18
182,182,credit_card,994.7904818925574,2024-01-17
183,183,paypal,110.65042918018452,2024-02-13
184,184,paypal,784.7409054853554,2024-01-30
185,185,paypal,680.2276988713134,2024-02-15
186,186,credit_card,772.1488539788913,2024-01-06
187,187,bank_transfer,321.3791995806472,2024-02-06
188,188,bank_transfer,502.21339959475256,2024-01-24
189,189,paypal,800.5783493292342,2024-02-15
190,190,credit_card,247.8905049884379,2024-02-22
191,191,bank_transfer,241.51253285287905,2024-02-29
192,192,paypal,560.0299342290338,2024-03-03
193,193,bank_transfer,533.0923079392586,2024-03-25
194,194,bank_transfer,296.6172210046742,2024-02-01
195,195,credit_card,312.11413751432633,2024-03-27
196,196,credit_card,292.2882599424342,2024-02-02
197,197,bank_transfer,776.0818207585179,2024-03-07
198,198,paypal,658.8628482512114,2024-01-18
199,199,credit_card,835.7688397420477,2024-01-25
200,200,bank_transfer,975.9635677477414,2024-02-23
201,201,credit_card,484.6810103465467,2024-02-27
202,202,credit_card,85.36000377733987,2024-03-07
203,203,credit_card,67.13046420379473,2024-02-15
204,204,bank_transfer,309.75173848618675,2024-01-24
205,205,paypal,933.8936975654019,2024-02-01
206,206,paypal,532.7487938714573,2024-02-16
207,207,paypal,286.35078575852657,2024-03-26
208,208,credit_card,411.1834586207992,2024-01-23
209,209,bank_transfer,606.6232052565774,2024-03-06
210,210,credit_card,659.8906649750854,2024-01-27
211,211,paypal,170.84111958724694,2024-01-02
212,212,paypal,977.4910430142725,2024-03-30
213,213,bank_transfer,553.876782443133,2024-01-17
214,214,credit_card,152.97455143643373,2024-02-02
215,215,paypal,895.762548279211,2024-01-09
216,216,bank_transfer,93.14566245784023,2024-02-12
217,217,credit_card,909.5807245139624,2024-02-17
218,218,credit_card,996.6343431632027,2024-02-08
219,219,paypal,706.4231631733738,2024-02-11
220,220,paypal,775.03827665251,2024-01-26
221,221,credit_card,350.55677973813664,2024-02-19
222,222,credit_card,942.7453156792551,2024-01-25
223,223,paypal,539.1196867862003,2024-01-24
224,224,credit_card,737.7406776656038,2024-01-13
225,225,paypal,925.6255615930539,2024-02-29
226,226,credit_card,975.6763764559981,2024-01-07
227,227,paypal,836.5402694647408,2024-02-26
228,228,bank_transfer,316.9571568423894,2024-02-05
229,229,paypal,967.2165662210407,2024-02-14
230,230,paypal,635.5571406187004,2024-01-20
231,231,bank_transfer,932.0296268249207,2024-03-05
232,232,credit_card,682.5829252980648,2024-01-08
233,233,bank_transfer,321.0941826107661,2024-01-16
234,234,paypal,382.62403365995965,2024-01-14
235,235,credit_card,559.4623415608817,2024-03-16
236,236,bank_transfer,794.2145447286844,2024-03-27
237,237,credit_card,331.62290031352825,2024-01-15
238,238,credit_card,588.1365428115082,2024-03-06
239,239,bank_transfer,358.7124937048735,2024-02-01
240,240,credit_card,819.454016542405,2024-03-27
241,241,bank_transfer,477.39353189259145,2024-03-03
242,242,paypal,95.18837031582753,2024-03-26
243,243,credit_card,182.73147105190566,2024-02-20
244,244,paypal,79.88257426723965,2024-01-25
245,245,paypal,509.31688709403875,2024-02-27
246,246,credit_card,124.21055140126262,2024-03-03
247,247,bank_transfer,131.85716992343947,2024-03-02
248,248,credit_card,942.2272948376095,2024-01-22
249,249,paypal,875.2019707325343,2024-02-27
250,250,paypal,463.04486487513867,2024-02-27
251,251,bank_transfer,986.0892144332016,2024-03-26
252,252,credit_card,20.182797607249853,2024-02-18
253,253,paypal,621.6998671479259,2024-02-21
254,254,paypal,624.0996138244327,2024-02-11
255,255,paypal,468.29419475249045,2024-03-10
256,256,bank_transfer,409.009013475607,2024-01-15
257,257,paypal,466.27547277099546,2024-02-23
258,258,paypal,426.6612273580869,2024-02-29
259,259,credit_card,735.8826279326535,2024-01-08
260,260,credit_card,152.64832627381838,2024-02-22
261,261,paypal,213.68643617930755,2024-02-29
262,262,paypal,196.90786382457512,2024-01-05
263,263,credit_card,277.2211734188392,2024-03-08
264,264,bank_transfer,534.7532504059517,2024-01-06
265,265,bank_transfer,128.98457239145435,2024-02-16
266,266,bank_transfer,870.805909419974,2024-02-24
267,267,bank_transfer,311.4143006823029,2024-02-09
268,268,bank_transfer,179.28722771933369,2024-02-21
269,269,bank_transfer,682.1088834062784,2024-01-16
270,270,bank_transfer,57.32457458733289,2024-01-13
271,271,bank_transfer,627.5691935766808,2024-01-30
272,272,credit_card,704.2344620629698,2024-01-19
273,273,bank_transfer,230.61820075898478,2024-01-17
274,274,bank_transfer,61.1247919747616,2024-03-03
275,275,bank_transfer,376.3724517410606,2024-01-19
276,276,paypal,116.62234563709775,2024-02-27
277,277,credit_card,134.14829267987034,2024-02-24
278,278,credit_card,269.1760068159673,2024-03-30
279,279,credit_card,309.5585661342241,2024-03-30
280,280,bank_transfer,539.3709342009922,2024-03-02
281,281,bank_transfer,684.8240477929528,2024-01-23
282,282,paypal,600.9155220527811,2024-01-09
283,283,credit_card,165.39313054372647,2024-01-12
284,284,bank_transfer,188.6443118035739,2024-01-01
285,285,credit_card,881.1938647970562,2024-02-27
286,286,paypal,567.1852687628314,2024-01-01
287,287,paypal,872.5390762397352,2024-02-03
288,288,paypal,384.11558109347686,2024-02-17
289,289,credit_card,622.1120072826974,2024-03-29
290,290,bank_transfer,533.1901477335185,2024-01-01
291,291,bank_transfer,332.74102002405334,2024-01-16
292,292,paypal,480.5170645929234,2024-03-01
293,293,bank_transfer,512.4410592903935,2024-03-04
294,294,paypal,216.75555526154503,2024-03-03
295,295,credit_card,328.71016492919694,2024-03-09
296,296,paypal,795.5815554968361,2024-01-22
297,297,credit_card,917.4724746650446,2024-03-07
298,298,paypal,372.59821167439344,2024-03-16
299,299,bank_transfer,320.8328365648378,2024-01-26
300,300,bank_transfer,211.29322128044487,2024-01-16
301,301,paypal,684.9213452775696,2024-02-20
302,302,bank_transfer,336.6377076330105,2024-03-26
303,303,bank_transfer,987.9945483172047,2024-02-26
304,304,bank_transfer,339.17110602267417,2024-01-29
305,305,credit_card,406.2533258469756,2024-03-18
306,306,bank_transfer,611.267512287794,2024-03-09
307,307,credit_card,805.6506073274788,2024-02-16
308,308,paypal,480.12829203872104,2024-03-02
309,309,bank_transfer,434.20291311317914,2024-03-09
310,310,bank_transfer,995.7250769229121,2024-03-16
311,311,bank_transfer,30.283768317145555,2024-01-16
312,312,paypal,897.1639830742209,2024-03-30
313,313,credit_card,166.15800942094268,2024-03-30
314,314,credit_card,790.2067706847351,2024-02-17
315,315,bank_transfer,625.572928649372,2024-03-25
316,316,paypal,355.01033978813024,2024-02-08
317,317,paypal,876.397456410598,2024-02-02
318,318,paypal,32.64908342137214,2024-01-23
319,319,paypal,242.1568390334252,2024-01-10
320,320,paypal,575.5549403245453,2024-03-09
321,321,credit_card,364.5114148487041,2024-02-03
322,322,credit_card,618.1699454119611,2024-02-21
323,323,credit_card,43.62798954049349,2024-01-10
324,324,bank_transfer,134.12975187207826,2024-01-19
325,325,paypal,144.55431541407046,2024-02-27
326,326,bank_transfer,205.49797299768926,2024-01-01
327,327,paypal,470.14481198453194,2024-03-09
328,328,credit_card,757.0861255526997,2024-01-04
329,329,bank_transfer,907.4280611703231,2024-01-16
330,330,credit_card,838.6650796785611,2024-01-24
331,331,paypal,212.9501143401699,2024-03-20
332,332,paypal,452.32754118601974,2024-01-02
333,333,paypal,215.4233658033643,2024-02-01
334,334,credit_card,279.18238033384694,2024-03-24
335,335,paypal,513.4760418816484,2024-01-24
336,336,credit_card,86.74684422905209,2024-01-12
337,337,bank_transfer,233.81084300140773,2024-02-19
338,338,paypal,936.670598080975,2024-02-04
339,339,paypal,476.7939668053192,2024-02-02
340,340,paypal,456.4787954583148,2024-02-02
341,341,bank_transfer,34.275811656253325,2024-03-01
342,342,paypal,262.4517521171789,2024-02-20
343,343,credit_card,868.9665872625377,2024-02-12
344,344,credit_card,181.33585969349537,2024-01-12
345,345,paypal,426.82244074402666,2024-03-07
346,346,paypal,34.04428774966123,2024-03-05
347,347,bank_transfer,488.76877203714474,2024-02-02
348,348,bank_transfer,40.60068459169281,2024-02-09
349,349,bank_transfer,823.2173620044839,2024-03-14
350,350,paypal,828.3566921373615,2024-02-12
351,351,bank_transfer,791.9873445363224,2024-02-13
352,352,bank_transfer,297.6967875132958,2024-01-29
353,353,credit_card,840.4924738573817,2024-01-13
354,354,bank_transfer,552.1381699531639,2024-01-12
355,355,credit_card,386.3319466896624,2024-02-15
356,356,credit_card,632.8233605101483,2024-01-02
357,357,bank_transfer,32.094225139166525,2024-02-04
358,358,credit_card,160.1016600487371,2024-03-27
359,359,paypal,747.4476674068575,2024-03-21
360,360,paypal,259.27837654182997,2024-03-30
361,361,bank_transfer,606.0489349821746,2024-01-08
362,362,paypal,397.40055076656904,2024-01-26
363,363,credit_card,857.7096632232763,2024-03-14
364,364,paypal,953.3669998767107,2024-03-30
365,365,bank_transfer,885.8934338027866,2024-02-03
366,366,bank_transfer,285.20759479972475,2024-01-07
367,367,credit_card,210.27961166516062,2024-03-08
368,368,bank_transfer,484.9461957483203,2024-02-27
369,369,paypal,27.18746781945667,2024-03-15
370,370,bank_transfer,45.2932050059181,2024-01-29
371,371,credit_card,562.2248268305401,2024-02-05
372,372,bank_transfer,530.0404160819803,2024-03-29
373,373,paypal,994.6903492545548,2024-01-21
374,374,credit_card,217.80499865648295,2024-02-05
375,375,paypal,272.94185057725906,2024-01-10
376,376,credit_card,131.26982947976097,2024-03-13
377,377,bank_transfer,919.1921494606698,2024-01-24
378,378,credit_card,782.2550195692817,2024-03-04
379,379,credit_card,825.8923292277105,2024-02-18
380,380,bank_transfer,904.7085122052185,2024-02-05
381,381,paypal,534.4019869913215,2024-03-22
382,382,bank_transfer,462.1693276217092,2024-01-24
383,383,credit_card,343.78364419230417,2024-01-23
384,384,bank_transfer,597.4303220608983,2024-03-02
385,385,credit_card,465.19282885402606,2024-02-06
386,386,bank_transfer,462.53427487346363,2024-01-12
387,387,bank_transfer,938.1893064565161,2024-02-24
388,388,paypal,984.3508839935475,2024-01-13
389,389,credit_card,800.5547015429892,2024-01-23
390,390,paypal,761.6229284419898,2024-03-29
391,391,credit_card,686.9469985435194,2024-01-30
392,392,bank_transfer,182.75335528684343,2024-01-17
393,393,credit_card,77.92370445814143,2024-03-02
394,394,paypal,696.9117888109978,2024-03-24
395,395,paypal,734.2104978114445,2024-03-29
396,396,paypal,66.033531276177,2024-03-26
397,397,credit_card,929.4907152242712,2024-01-13
398,398,paypal,109.31782665578399,2024-02-28
399,399,paypal,300.1825230957783,2024-01-19
400,400,paypal,678.9420165427304,2024-02-18
401,401,bank_transfer,186.4751425163868,2024-01-12
402,402,bank_transfer,74.30757067339954,2024-03-01
403,403,credit_card,344.5235593808668,2024-01-19
404,404,credit_card,770.6521433580755,2024-03-16
405,405,paypal,425.4051054055551,2024-01-09
406,406,bank_transfer,659.9134634697805,2024-03-11
407,407,paypal,588.0267152835739,2024-01-28
408,408,paypal,41.774112385068804,2024-03-18
409,409,bank_transfer,988.7691873047926,2024-02-21
410,410,bank_transfer,60.599527043,2024-03-23
411,411,bank_transfer,968.4466828955153,2024-01-16
412,412,credit_card,558.8668947971101,2024-03-09
413,413,credit_card,963.8958465237652,2024-01-12
414,414,paypal,132.45852742555874,2024-01-25
415,415,credit_card,500.60034880180297,2024-02-21
416,416,bank_transfer,186.11401002873745,2024-03-25
417,417,bank_transfer,69.95537948199356,2024-02-22
418,418,credit_card,625.1785327610653,2024-01-23
419,419,paypal,223.6277525424576,2024-01-16
420,420,paypal,595.9430779217951,2024-02-26
421,421,credit_card,130.11719231000592,2024-02-08
422,422,paypal,345.34674200404874,2024-02-22
423,423,paypal,785.9999068921823,2024-02-11
424,424,paypal,448.3104914053439,2024-02-27
425,425,bank_transfer,635.1905065993897,2024-02-08
426,426,bank_transfer,654.508781930635,2024-01-14
427,427,credit_card,846.8799431075478,2024-01-05
428,428,bank_transfer,338.4243385185085,2024-02-04
429,429,paypal,693.5496513308672,2024-03-27
430,430,bank_transfer,962.3834909052424,2024-03-15
431,431,credit_card,735.6384676707107,2024-01-18
432,432,bank_transfer,500.07306718338964,2024-03-16
433,433,paypal,638.1030956020907,2024-01-09
434,434,paypal,744.889239807846,2024-03-14
435,435,credit_card,620.030250379995,2024-02-27
436,436,bank_transfer,36.34229722004237,2024-01-17
437,437,bank_transfer,210.87802773348133,2024-01-07
438,438,bank_transfer,814.2588528711567,2024-02-15
439,439,paypal,287.197634366235,2024-01-13
440,440,credit_card,736.9308771699112,2024-02-09
441,441,bank_transfer,384.6778109368647,2024-02-11
442,442,paypal,531.4466415947843,2024-01-09
443,443,paypal,86.61383382301563,2024-02-19
444,444,paypal,197.60104982871536,2024-01-27
445,445,bank_transfer,958.0530242488499,2024-03-06
446,446,bank_transfer,892.3352923779757,2024-01-05
447,447,bank_transfer,659.2296086810692,2024-01-29
448,448,bank_transfer,470.4517054380226,2024-02-06
449,449,bank_transfer,682.2460670373193,2024-02-07
450,450,bank_transfer,626.2380833120602,2024-03-23
451,451,bank_transfer,577.1812104925199,2024-01-08
452,452,bank_transfer,77.99353042627098,2024-03-05
453,453,bank_transfer,640.1465584482768,2024-03-26
454,454,paypal,773.541643679745,2024-01-17
455,455,bank_transfer,994.200021552664,2024-03-11
456,456,credit_card,30.856981542423483,2024-03-29
457,457,paypal,735.5699842444631,2024-02-14
458,458,bank_transfer,580.3535296172608,2024-01-04
459,459,credit_card,445.3711325593376,2024-02-05
460,460,bank_transfer,145.01877107994346,2024-03-10
461,461,credit_card,420.9034456621787,2024-01-31
462,462,credit_card,367.2896393264126,2024-01-19
463,463,credit_card,316.7732911991674,2024-03-01
464,464,credit_card,736.2620308557636,2024-02-23
465,465,paypal,706.7110108585786,2024-02-08
466,466,paypal,597.2396891612933,2024-03-14
467,467,credit_card,939.8915170275048,2024-03-30
468,468,bank_transfer,362.85729649723737,2024-01-19
469,469,credit_card,258.925898955976,2024-02-08
470,470,paypal,662.7852468364316,2024-03-07
471,471,bank_transfer,214.8377797186549,2024-02-14
472,472,paypal,328.7102970397561,2024-01-13
473,473,paypal,240.11039127338714,2024-02-27
474,474,bank_transfer,87.7704963641312,2024-01-20
475,475,credit_card,830.9487668029599,2024-03-12
476,476,credit_card,269.44973206322794,2024-03-01
477,477,credit_card,483.5669532761603,2024-02-08
478,478,credit_card,62.44896778922571,2024-01-01
479,479,bank_transfer,705.3526769275902,2024-01-03
480,480,bank_transfer,343.949782260165,2024-03-17
481,481,bank_transfer,749.8419932726258,2024-03-02
482,482,paypal,424.1549992585088,2024-03-03
483,483,bank_transfer,211.84049427751214,2024-01-25
484,484,credit_card,522.9115806363952,2024-02-25
485,485,paypal,147.89446844469097,2024-02-02
486,486,credit_card,451.72837667553483,2024-02-07
487,487,credit_card,330.9593678720768,2024-01-06
488,488,bank_transfer,913.7203925156405,2024-02-27
489,489,bank_transfer,79.71014728630556,2024-02-13
490,490,credit_card,700.1370658236272,2024-02-14
491,491,credit_card,199.0961426676872,2024-02-01
492,492,paypal,332.66417284559503,2024-02-14
493,493,bank_transfer,427.20378180082463,2024-03-01
494,494,paypal,909.8547875874747,2024-02-16
495,495,paypal,257.7267007523486,2024-01-21
496,496,paypal,109.48262649377682,2024-03-20
497,497,credit_card,332.31581191071314,2024-03-25
498,498,paypal,122.58245112482268,2024-03-15
499,499,paypal,146.02455624134146,2024-02-05
500,500,credit_card,582.3735860155261,2024-01-19
